"","V1","V2"
"1",-4.09258605099639,0.468668710232805
"2",-3.96947679247607,-0.481003485574457
"3",-2.66458970780916,-0.293100153198184
"4",-3.87697027347574,-0.0910118755109128
"5",2.44441033910274,0.283466298576625
"6",1.01411641265315,-0.305260526403299
"7",1.52482437960368,0.492426119687027
"8",2.06555741591815,-0.183447386308478
"9",0.538014340814273,1.58518460405784
"10",-0.805050260578182,1.44116253880048
"11",0.759197916488593,1.53713996209824
"12",-1.08378345573613,1.75509097665815
"13",-1.29708283713364,-0.188076571259479
"14",-0.448368561876441,0.1528668092289
"15",-1.62154846574362,0.010444842795695
"16",-1.81697305986158,0.0678752443140511
"17",-3.25158124405972,-0.313901126651523
"18",-3.19985426991402,-0.617865024999024
"19",-3.81073720723075,-0.487796508536733
"20",-3.30835430677834,-0.279020027820421
"21",1.03742436439499,-0.213938700168423
"22",-0.437490635689432,0.314176082172468
"23",2.95092870108045,-0.00625415722900959
"24",2.23419765626102,-1.14357042948745
"25",1.26427640982031,-0.330408181570501
"26",2.67269752787341,0.252327393788225
"27",1.95856886270954,-0.670214786101148
"28",0.682737979817348,-1.29491691095004
"29",-0.219551914143041,-1.01202353790758
"30",-0.278361122927277,-0.545006156299331
"31",1.17855766011516,-1.37339574732914
"32",2.40563075413679,-0.424898018867183
"33",2.72844305600101,0.109485226132545
"34",2.58613549740564,-1.08332214912017
"35",2.27192527833408,0.285243153113472
"36",0.269386022195741,1.10147783605058
"37",0.857504614104627,1.23818093107322
"38",2.73782497759886,0.243214732512158
