"","V1","V2"
"1",-4.00680223229724,0.398305714718836
"2",-4.00444205122246,-0.372286641734957
"3",-2.63269952243652,-0.26139753823904
"4",-3.80184401589683,-0.282043534926927
"5",2.43296138461557,0.280045747759843
"6",1.01090954235224,-0.292125163362006
"7",1.51226693921246,0.494789298167332
"8",2.0825383435474,-0.240082676116211
"9",0.585513889590335,1.69437284492042
"10",-0.830735468435933,1.51058966813415
"11",0.725625192135338,1.52060757092954
"12",-1.12032438321824,1.80611024420256
"13",-1.2782115410233,-0.232387073387231
"14",-0.381204723197147,0.128001363991585
"15",-1.6089501883893,-0.0141791493856357
"16",-1.81484791480013,0.0532076031447986
"17",-3.27125222759548,-0.310802918085101
"18",-3.23060901433439,-0.608699151484718
"19",-3.82021958544915,-0.501421960450657
"20",-3.30983744223053,-0.326885663667507
"21",1.03610671950781,-0.23579684430221
"22",-0.453230183878485,0.284533092135874
"23",2.91498933455689,-0.0304986311178028
"24",2.22575695806543,-1.17746213042134
"25",1.25631627346613,-0.330649775756644
"26",2.67319153872557,0.303574468810037
"27",1.99555182602315,-0.682295125043357
"28",0.656512113589416,-1.22443780516243
"29",-0.201815703756994,-0.861300345109805
"30",-0.289565019131996,-0.456146666258048
"31",1.13549720753877,-1.40182899856227
"32",2.37735956590597,-0.552116932333768
"33",2.73506607972875,0.11531086105619
"34",2.51587673927077,-1.2071875265323
"35",2.28832622822907,0.335296667681897
"36",0.323540999457427,1.15764289944958
"37",0.835312110572708,1.25714377994532
"38",2.73737223120289,0.262500426392004
