"","V1","V2"
"1",-4.43418668662489,-0.0603396601175167
"2",-4.17133202652442,-0.408183632723428
"3",-2.75587326627388,-0.361070290222825
"4",-4.06949942711705,-0.380730215565824
"5",2.42826134909926,0.419432706253488
"6",1.23708898034684,-0.142198112194619
"7",1.40900203847898,0.472403090454961
"8",2.15957165335182,0.139383197149976
"9",0.31669857836768,1.03513657730812
"10",-1.00620204826202,0.847583071011277
"11",0.510555928079308,1.08156624044186
"12",-1.23724965562761,1.12833701922853
"13",-1.26918894774115,-0.338638205215284
"14",-0.493736402170812,-0.0550284144852842
"15",-1.63733230214452,-0.280985577211201
"16",-1.84309700154669,-0.275261989343217
"17",-3.43821347524155,-0.348367744883198
"18",-3.35809338685042,-0.445277660016997
"19",-3.98806237209533,-0.438057728666475
"20",-3.47646969116493,-0.362668533768957
"21",1.25985707668806,-0.086486675911391
"22",-0.44233667675107,0.0144246899891345
"23",3.01472910924717,0.318675702571971
"24",2.48585824766243,-0.748219816627094
"25",1.51764491571902,-0.100304401955902
"26",2.68495089074446,0.46027466956653
"27",2.27215994454019,-0.188403761739318
"28",1.03556963808364,-0.892185483600093
"29",-0.0470260347275233,-0.803323743329099
"30",-0.0788748562045396,-0.521329773920967
"31",1.51400792644033,-0.912009495317335
"32",2.57519561844868,0.0161721592761438
"33",2.75999169900339,0.386721383998372
"34",2.86186070609808,-0.625746355934897
"35",2.21645558902444,0.453165482376822
"36",0.10411258968552,0.678343030051407
"37",0.649420025972089,0.866988445059847
"38",2.73378175198702,0.456209808012481
